Date,Year,Month,Country,State,Region,Confirmed_Cases,Malaria_Deaths,Malaria_Incidence_per_1000,Season(Dry/Rainy),Mortality Rate(%),Quarter
May-2009,2009,May,Nigeria,Kaduna,North West,225736,776,34.45,Rainy,0.34,2
May-2009,2009,May,Nigeria,Borno,North East,102158,688,23.04,Rainy,0.67,2
May-2009,2009,May,Nigeria,Kwara,North Central,19050,73,7.4,Rainy,0.38,2
May-2009,2009,May,Nigeria,Lagos,South West,189989,415,17.69,Rainy,0.22,2
May-2009,2009,May,Nigeria,Ogun,South West,90412,342,19.54,Rainy,0.38,2
May-2009,2009,May,Nigeria,Rivers,South South,112134,380,20.67,Rainy,0.34,2
May-2009,2009,May,Nigeria,Enugu,South East,88784,369,26.1,Rainy,0.42,2
Jun-2009,2009,June,Nigeria,Kano,North West,429105,1770,38.84,Rainy,0.41,2
Jun-2009,2009,June,Nigeria,Kaduna,North West,276346,1163,42.18,Rainy,0.42,2
Jun-2009,2009,June,Nigeria,Borno,North East,103858,584,23.43,Rainy,0.56,2
Jun-2009,2009,June,Nigeria,Kwara,North Central,19374,78,7.52,Rainy,0.40,2
Jun-2009,2009,June,Nigeria,Lagos,South West,220886,663,20.57,Rainy,0.30,2
Jun-2009,2009,June,Nigeria,Ogun,South West,104078,428,22.49,Rainy,0.41,2
Jun-2009,2009,June,Nigeria,Rivers,South South,127319,521,23.47,Rainy,0.41,2
Jun-2009,2009,June,Nigeria,Enugu,South East,85262,252,25.06,Rainy,0.30,2
Jul-2009,2009,July,Nigeria,Kano,North West,509248,2404,46.1,Rainy,0.47,3
Jul-2009,2009,July,Nigeria,Kaduna,North West,317418,1373,48.45,Rainy,0.43,3
Jul-2009,2009,July,Nigeria,Borno,North East,151740,829,34.23,Rainy,0.55,3
Jul-2009,2009,July,Nigeria,Kwara,North Central,23762,75,9.22,Rainy,0.32,3
Jul-2009,2009,July,Nigeria,Lagos,South West,300103,754,27.94,Rainy,0.25,3
Jul-2009,2009,July,Nigeria,Ogun,South West,128935,547,27.86,Rainy,0.42,3
Jul-2009,2009,July,Nigeria,Rivers,South South,161952,661,29.86,Rainy,0.41,3
Jul-2009,2009,July,Nigeria,Enugu,South East,102887,370,30.24,Rainy,0.36,3
Aug-2009,2009,August,Nigeria,Kano,North West,599438,1931,54.26,Rainy,0.32,3
Aug-2009,2009,August,Nigeria,Kaduna,North West,363863,919,55.53,Rainy,0.25,3
Aug-2009,2009,August,Nigeria,Borno,North East,178836,984,40.34,Rainy,0.55,3
Aug-2009,2009,August,Nigeria,Kwara,North Central,27487,94,10.67,Rainy,0.34,3
Aug-2009,2009,August,Nigeria,Lagos,South West,354197,823,32.98,Rainy,0.23,3
Aug-2009,2009,August,Nigeria,Ogun,South West,122844,331,26.54,Rainy,0.27,3
Aug-2009,2009,August,Nigeria,Rivers,South South,192706,631,35.53,Rainy,0.33,3
Aug-2009,2009,August,Nigeria,Enugu,South East,110699,339,32.54,Rainy,0.31,3
Sep-2009,2009,September,Nigeria,Kano,North West,727303,2360,65.84,Rainy,0.32,3
Sep-2009,2009,September,Nigeria,Kaduna,North West,390014,1607,59.52,Rainy,0.41,3
Sep-2009,2009,September,Nigeria,Borno,North East,177823,731,40.11,Rainy,0.41,3
Sep-2009,2009,September,Nigeria,Kwara,North Central,36470,130,14.16,Rainy,0.36,3
Sep-2009,2009,September,Nigeria,Lagos,South West,356008,814,33.15,Rainy,0.23,3
Sep-2009,2009,September,Nigeria,Ogun,South West,168369,531,36.38,Rainy,0.32,3
Sep-2009,2009,September,Nigeria,Rivers,South South,221915,664,40.91,Rainy,0.30,3
Sep-2009,2009,September,Nigeria,Enugu,South East,141702,381,41.65,Rainy,0.27,3
Oct-2009,2009,October,Nigeria,Kano,North West,810670,3563,73.38,Rainy,0.44,4
Oct-2009,2009,October,Nigeria,Kaduna,North West,462846,1988,70.64,Rainy,0.43,4
Oct-2009,2009,October,Nigeria,Borno,North East,191006,1000,43.08,Rainy,0.52,4
Oct-2009,2009,October,Nigeria,Kwara,North Central,30758,89,11.94,Rainy,0.29,4
Oct-2009,2009,October,Nigeria,Lagos,South West,369979,1008,34.45,Rainy,0.27,4
Oct-2009,2009,October,Nigeria,Ogun,South West,167707,597,36.24,Rainy,0.36,4
Oct-2009,2009,October,Nigeria,Rivers,South South,186623,656,34.41,Rainy,0.35,4
Oct-2009,2009,October,Nigeria,Enugu,South East,156580,567,46.02,Rainy,0.36,4
Nov-2009,2009,November,Nigeria,Kano,North West,529494,1866,47.93,Dry,0.35,4
Nov-2009,2009,November,Nigeria,Kaduna,North West,260270,1059,39.72,Dry,0.41,4
Nov-2009,2009,November,Nigeria,Borno,North East,132319,769,29.85,Dry,0.58,4
Nov-2009,2009,November,Nigeria,Kwara,North Central,21219,62,8.24,Dry,0.29,4
Nov-2009,2009,November,Nigeria,Lagos,South West,245391,655,22.85,Dry,0.27,4
Nov-2009,2009,November,Nigeria,Ogun,South West,108886,334,23.53,Dry,0.31,4
Nov-2009,2009,November,Nigeria,Rivers,South South,142594,453,26.29,Dry,0.32,4
Nov-2009,2009,November,Nigeria,Enugu,South East,98357,282,28.91,Dry,0.29,4
Dec-2009,2009,December,Nigeria,Kano,North West,469883,1815,42.53,Dry,0.39,4
Dec-2009,2009,December,Nigeria,Kaduna,North West,260652,1064,39.78,Dry,0.41,4
Dec-2009,2009,December,Nigeria,Borno,North East,143462,760,32.36,Dry,0.53,4
Dec-2009,2009,December,Nigeria,Kwara,North Central,20656,83,8.02,Dry,0.40,4
Dec-2009,2009,December,Nigeria,Lagos,South West,218129,569,20.31,Dry,0.26,4
Dec-2009,2009,December,Nigeria,Ogun,South West,96037,442,20.75,Dry,0.46,4
Dec-2009,2009,December,Nigeria,Rivers,South South,126753,332,23.37,Dry,0.26,4
Dec-2009,2009,December,Nigeria,Enugu,South East,93470,425,27.47,Dry,0.45,4
Jan-2010,2010,January,Nigeria,Kano,North West,393293,1485,34.69,Dry,0.38,1
Jan-2010,2010,January,Nigeria,Kaduna,North West,226292,984,33.69,Dry,0.43,1
Jan-2010,2010,January,Nigeria,Borno,North East,92449,365,20.34,Dry,0.39,1
Jan-2010,2010,January,Nigeria,Kwara,North Central,15296,43,5.79,Dry,0.28,1
Jan-2010,2010,January,Nigeria,Lagos,South West,203914,397,18.66,Dry,0.19,1
Jan-2010,2010,January,Nigeria,Ogun,South West,79193,252,16.69,Dry,0.32,1
Jan-2010,2010,January,Nigeria,Rivers,South South,102534,372,18.44,Dry,0.36,1
Jan-2010,2010,January,Nigeria,Enugu,South East,68146,197,19.54,Dry,0.29,1
Feb-2010,2010,February,Nigeria,Kano,North West,409102,2000,36.09,Dry,0.49,1
Feb-2010,2010,February,Nigeria,Kaduna,North West,234052,790,34.85,Dry,0.34,1
Feb-2010,2010,February,Nigeria,Borno,North East,100857,475,22.19,Dry,0.47,1
Feb-2010,2010,February,Nigeria,Kwara,North Central,19252,60,7.29,Dry,0.31,1
Feb-2010,2010,February,Nigeria,Lagos,South West,204328,528,18.69,Dry,0.26,1
Feb-2010,2010,February,Nigeria,Ogun,South West,87596,291,18.47,Dry,0.33,1
Feb-2010,2010,February,Nigeria,Rivers,South South,120124,371,21.61,Dry,0.31,1
Feb-2010,2010,February,Nigeria,Enugu,South East,74572,211,21.38,Dry,0.28,1
Mar-2010,2010,March,Nigeria,Kano,North West,401821,1552,35.44,Dry,0.39,1
Mar-2010,2010,March,Nigeria,Kaduna,North West,243441,918,36.25,Dry,0.38,1
Mar-2010,2010,March,Nigeria,Borno,North East,110931,448,24.41,Dry,0.40,1
Mar-2010,2010,March,Nigeria,Kwara,North Central,15539,53,5.89,Dry,0.34,1
Mar-2010,2010,March,Nigeria,Lagos,South West,212416,485,19.43,Dry,0.23,1
Mar-2010,2010,March,Nigeria,Ogun,South West,86660,348,18.27,Dry,0.40,1
Mar-2010,2010,March,Nigeria,Rivers,South South,111871,467,20.12,Dry,0.42,1
Mar-2010,2010,March,Nigeria,Enugu,South East,72712,232,20.85,Dry,0.32,1
Apr-2010,2010,April,Nigeria,Kano,North West,331289,1233,29.22,Rainy,0.37,2
Apr-2010,2010,April,Nigeria,Kaduna,North West,198302,917,29.53,Rainy,0.46,2
Apr-2010,2010,April,Nigeria,Borno,North East,88836,515,19.55,Rainy,0.58,2
Apr-2010,2010,April,Nigeria,Kwara,North Central,15026,42,5.69,Rainy,0.28,2
Apr-2010,2010,April,Nigeria,Lagos,South West,162924,272,14.91,Rainy,0.17,2
Apr-2010,2010,April,Nigeria,Ogun,South West,72563,265,15.3,Rainy,0.37,2
Apr-2010,2010,April,Nigeria,Rivers,South South,99479,310,17.89,Rainy,0.31,2
Apr-2010,2010,April,Nigeria,Enugu,South East,69555,208,19.95,Rainy,0.30,2
May-2010,2010,May,Nigeria,Kano,North West,340509,1193,30.04,Rainy,0.35,2
May-2010,2010,May,Nigeria,Kaduna,North West,209159,652,31.14,Rainy,0.31,2
May-2010,2010,May,Nigeria,Borno,North East,102803,471,22.62,Rainy,0.46,2
May-2010,2010,May,Nigeria,Kwara,North Central,15311,58,5.8,Rainy,0.38,2
May-2010,2010,May,Nigeria,Lagos,South West,176213,381,16.12,Rainy,0.22,2
May-2010,2010,May,Nigeria,Ogun,South West,76825,226,16.2,Rainy,0.29,2
May-2010,2010,May,Nigeria,Rivers,South South,101422,365,18.24,Rainy,0.36,2
May-2010,2010,May,Nigeria,Enugu,South East,65605,203,18.81,Rainy,0.31,2
Jun-2010,2010,June,Nigeria,Kano,North West,444774,1354,39.23,Rainy,0.30,2
Jun-2010,2010,June,Nigeria,Kaduna,North West,240430,1022,35.8,Rainy,0.43,2
Jun-2010,2010,June,Nigeria,Borno,North East,109834,488,24.17,Rainy,0.44,2
Jun-2010,2010,June,Nigeria,Kwara,North Central,21290,78,8.06,Rainy,0.37,2
Jun-2010,2010,June,Nigeria,Lagos,South West,230645,284,21.1,Rainy,0.12,2
Jun-2010,2010,June,Nigeria,Ogun,South West,90580,269,19.1,Rainy,0.30,2
Jun-2010,2010,June,Nigeria,Rivers,South South,105957,300,19.06,Rainy,0.28,2
Jun-2010,2010,June,Nigeria,Enugu,South East,85207,319,24.43,Rainy,0.37,2
Jul-2010,2010,July,Nigeria,Kano,North West,511337,2046,45.1,Rainy,0.40,3
Jul-2010,2010,July,Nigeria,Kaduna,North West,282348,993,42.04,Rainy,0.35,3
Jul-2010,2010,July,Nigeria,Borno,North East,133143,638,29.3,Rainy,0.48,3
Jul-2010,2010,July,Nigeria,Kwara,North Central,24568,67,9.3,Rainy,0.27,3
Jul-2010,2010,July,Nigeria,Lagos,South West,272958,742,24.97,Rainy,0.27,3
Jul-2010,2010,July,Nigeria,Ogun,South West,113922,455,24.02,Rainy,0.40,3
Jul-2010,2010,July,Nigeria,Rivers,South South,152091,309,27.36,Rainy,0.20,3
Jul-2010,2010,July,Nigeria,Enugu,South East,108002,348,30.97,Rainy,0.32,3
Aug-2010,2010,August,Nigeria,Kano,North West,650703,1374,57.4,Rainy,0.21,3
Aug-2010,2010,August,Nigeria,Kaduna,North West,357522,1363,53.23,Rainy,0.38,3
Aug-2010,2010,August,Nigeria,Borno,North East,174870,818,38.48,Rainy,0.47,3
Aug-2010,2010,August,Nigeria,Kwara,North Central,28179,93,10.67,Rainy,0.33,3
Aug-2010,2010,August,Nigeria,Lagos,South West,371445,542,33.98,Rainy,0.15,3
Aug-2010,2010,August,Nigeria,Ogun,South West,124697,400,26.29,Rainy,0.32,3
Aug-2010,2010,August,Nigeria,Rivers,South South,183568,574,33.02,Rainy,0.31,3
Aug-2010,2010,August,Nigeria,Enugu,South East,114180,306,32.74,Rainy,0.27,3
Sep-2010,2010,September,Nigeria,Kano,North West,607089,2143,53.55,Rainy,0.35,3
Sep-2010,2010,September,Nigeria,Kaduna,North West,377180,1096,56.16,Rainy,0.29,3
Sep-2010,2010,September,Nigeria,Borno,North East,179198,845,39.43,Rainy,0.47,3
Sep-2010,2010,September,Nigeria,Kwara,North Central,28021,76,10.61,Rainy,0.27,3
Sep-2010,2010,September,Nigeria,Lagos,South West,345953,745,31.65,Rainy,0.22,3
Sep-2010,2010,September,Nigeria,Ogun,South West,162490,503,34.26,Rainy,0.31,3
Sep-2010,2010,September,Nigeria,Rivers,South South,209014,654,37.6,Rainy,0.31,3
Sep-2010,2010,September,Nigeria,Enugu,South East,121019,447,34.7,Rainy,0.37,3
Oct-2010,2010,October,Nigeria,Kano,North West,704775,2375,62.17,Rainy,0.34,4
Oct-2010,2010,October,Nigeria,Kaduna,North West,400622,1740,59.65,Rainy,0.43,4
Oct-2010,2010,October,Nigeria,Borno,North East,194080,796,42.71,Rainy,0.41,4
Oct-2010,2010,October,Nigeria,Kwara,North Central,31077,102,11.77,Rainy,0.33,4
Oct-2010,2010,October,Nigeria,Lagos,South West,357898,656,32.74,Rainy,0.18,4
Oct-2010,2010,October,Nigeria,Ogun,South West,169202,601,35.67,Rainy,0.36,4
Oct-2010,2010,October,Nigeria,Rivers,South South,214955,718,38.66,Rainy,0.33,4
Oct-2010,2010,October,Nigeria,Enugu,South East,146769,471,42.09,Rainy,0.32,4
Nov-2010,2010,November,Nigeria,Kano,North West,623453,2029,54.99,Dry,0.33,4
Nov-2010,2010,November,Nigeria,Kaduna,North West,318910,1248,47.49,Dry,0.39,4
Nov-2010,2010,November,Nigeria,Borno,North East,166283,834,36.59,Dry,0.50,4
Nov-2010,2010,November,Nigeria,Kwara,North Central,27222,130,10.31,Dry,0.48,4
Nov-2010,2010,November,Nigeria,Lagos,South West,313583,1006,28.69,Dry,0.32,4
Nov-2010,2010,November,Nigeria,Ogun,South West,135227,395,28.51,Dry,0.29,4
Nov-2010,2010,November,Nigeria,Rivers,South South,172192,539,30.97,Dry,0.31,4
Nov-2010,2010,November,Nigeria,Enugu,South East,103667,385,29.73,Dry,0.37,4
Dec-2010,2010,December,Nigeria,Kano,North West,388558,942,34.27,Dry,0.24,4
Dec-2010,2010,December,Nigeria,Kaduna,North West,236261,887,35.18,Dry,0.38,4
Dec-2010,2010,December,Nigeria,Borno,North East,115735,632,25.47,Dry,0.55,4
Dec-2010,2010,December,Nigeria,Kwara,North Central,18926,56,7.17,Dry,0.30,4
Dec-2010,2010,December,Nigeria,Lagos,South West,232996,521,21.32,Dry,0.22,4
Dec-2010,2010,December,Nigeria,Ogun,South West,96523,255,20.35,Dry,0.26,4
Dec-2010,2010,December,Nigeria,Rivers,South South,118543,436,21.32,Dry,0.37,4
Dec-2010,2010,December,Nigeria,Enugu,South East,77972,238,22.36,Dry,0.31,4
Jan-2011,2011,January,Nigeria,Kano,North West,311798,986,26.8,Dry,0.32,1
Jan-2011,2011,January,Nigeria,Kaduna,North West,174202,585,25.31,Dry,0.34,1
Jan-2011,2011,January,Nigeria,Borno,North East,86205,347,18.51,Dry,0.40,1
Jan-2011,2011,January,Nigeria,Kwara,North Central,14089,44,5.21,Dry,0.31,1
Jan-2011,2011,January,Nigeria,Lagos,South West,152585,394,13.72,Dry,0.26,1
Jan-2011,2011,January,Nigeria,Ogun,South West,63148,250,12.99,Dry,0.40,1
Jan-2011,2011,January,Nigeria,Rivers,South South,103686,358,18.2,Dry,0.35,1
Jan-2011,2011,January,Nigeria,Enugu,South East,57185,166,16,Dry,0.29,1
Feb-2011,2011,February,Nigeria,Kano,North West,323759,1068,27.83,Dry,0.33,1
Feb-2011,2011,February,Nigeria,Kaduna,North West,199319,855,28.95,Dry,0.43,1
Feb-2011,2011,February,Nigeria,Borno,North East,76279,301,16.38,Dry,0.39,1
Feb-2011,2011,February,Nigeria,Kwara,North Central,14300,46,5.28,Dry,0.32,1
Feb-2011,2011,February,Nigeria,Lagos,South West,167438,377,15.05,Dry,0.23,1
Feb-2011,2011,February,Nigeria,Ogun,South West,72261,197,14.86,Dry,0.27,1
Feb-2011,2011,February,Nigeria,Rivers,South South,98693,273,17.32,Dry,0.28,1
Feb-2011,2011,February,Nigeria,Enugu,South East,58215,209,16.29,Dry,0.36,1
Mar-2011,2011,March,Nigeria,Kano,North West,355990,1217,30.6,Dry,0.34,1
Mar-2011,2011,March,Nigeria,Kaduna,North West,204892,881,29.76,Dry,0.43,1
Mar-2011,2011,March,Nigeria,Borno,North East,99454,432,21.35,Dry,0.43,1
Mar-2011,2011,March,Nigeria,Kwara,North Central,16760,39,6.19,Dry,0.23,1
Mar-2011,2011,March,Nigeria,Lagos,South West,170376,426,15.32,Dry,0.25,1
Mar-2011,2011,March,Nigeria,Ogun,South West,80811,190,16.62,Dry,0.24,1
Mar-2011,2011,March,Nigeria,Rivers,South South,121253,386,21.28,Dry,0.32,1
Mar-2011,2011,March,Nigeria,Enugu,South East,69661,205,19.49,Dry,0.29,1
Apr-2011,2011,April,Nigeria,Kano,North West,321482,1331,27.63,Rainy,0.41,2
Apr-2011,2011,April,Nigeria,Kaduna,North West,172035,497,24.99,Rainy,0.29,2
Apr-2011,2011,April,Nigeria,Borno,North East,73385,313,15.76,Rainy,0.43,2
Apr-2011,2011,April,Nigeria,Kwara,North Central,13857,43,5.12,Rainy,0.31,2
Apr-2011,2011,April,Nigeria,Lagos,South West,141175,293,12.69,Rainy,0.21,2
Apr-2011,2011,April,Nigeria,Ogun,South West,67943,217,13.97,Rainy,0.32,2
Apr-2011,2011,April,Nigeria,Rivers,South South,81531,271,14.31,Rainy,0.33,2
Apr-2011,2011,April,Nigeria,Enugu,South East,60277,199,16.86,Rainy,0.33,2
May-2011,2011,May,Nigeria,Kano,North West,366103,1305,31.47,Rainy,0.36,2
May-2011,2011,May,Nigeria,Kaduna,North West,204596,844,29.72,Rainy,0.41,2
May-2011,2011,May,Nigeria,Borno,North East,90065,380,19.34,Rainy,0.42,2
May-2011,2011,May,Nigeria,Kwara,North Central,15835,61,5.85,Rainy,0.39,2
May-2011,2011,May,Nigeria,Lagos,South West,172122,457,15.47,Rainy,0.27,2
May-2011,2011,May,Nigeria,Ogun,South West,74780,233,15.38,Rainy,0.31,2
May-2011,2011,May,Nigeria,Rivers,South South,115658,408,20.3,Rainy,0.35,2
May-2011,2011,May,Nigeria,Enugu,South East,76189,232,21.31,Rainy,0.30,2
Jun-2011,2011,June,Nigeria,Kano,North West,432587,1910,37.18,Rainy,0.44,2
Jun-2011,2011,June,Nigeria,Kaduna,North West,297247,1305,43.18,Rainy,0.44,2
Jun-2011,2011,June,Nigeria,Borno,North East,119918,507,25.75,Rainy,0.42,2
Jun-2011,2011,June,Nigeria,Kwara,North Central,20165,58,7.45,Rainy,0.29,2
Jun-2011,2011,June,Nigeria,Lagos,South West,208860,502,18.78,Rainy,0.24,2
Jun-2011,2011,June,Nigeria,Ogun,South West,89712,239,18.45,Rainy,0.27,2
Jun-2011,2011,June,Nigeria,Rivers,South South,126667,359,22.23,Rainy,0.28,2
Jun-2011,2011,June,Nigeria,Enugu,South East,85143,266,23.82,Rainy,0.31,2
Jul-2011,2011,July,Nigeria,Kano,North West,554310,1681,47.65,Rainy,0.30,3
Jul-2011,2011,July,Nigeria,Kaduna,North West,334231,1237,48.55,Rainy,0.37,3
Jul-2011,2011,July,Nigeria,Borno,North East,133730,640,28.71,Rainy,0.48,3
Jul-2011,2011,July,Nigeria,Kwara,North Central,23905,82,8.83,Rainy,0.34,3
Jul-2011,2011,July,Nigeria,Lagos,South West,283729,760,25.51,Rainy,0.27,3
Jul-2011,2011,July,Nigeria,Ogun,South West,129407,415,26.62,Rainy,0.32,3
Jul-2011,2011,July,Nigeria,Rivers,South South,162729,629,28.56,Rainy,0.39,3
Jul-2011,2011,July,Nigeria,Enugu,South East,100219,316,28.04,Rainy,0.32,3
Aug-2011,2011,August,Nigeria,Kano,North West,543972,1976,46.76,Rainy,0.36,3
Aug-2011,2011,August,Nigeria,Kaduna,North West,336023,1207,48.81,Rainy,0.36,3
Aug-2011,2011,August,Nigeria,Borno,North East,163944,794,35.2,Rainy,0.48,3
Aug-2011,2011,August,Nigeria,Kwara,North Central,27867,109,10.3,Rainy,0.39,3
Aug-2011,2011,August,Nigeria,Lagos,South West,304466,609,27.37,Rainy,0.20,3
Aug-2011,2011,August,Nigeria,Ogun,South West,119660,360,24.61,Rainy,0.30,3
Aug-2011,2011,August,Nigeria,Rivers,South South,168983,449,29.65,Rainy,0.27,3
Aug-2011,2011,August,Nigeria,Enugu,South East,111498,357,31.19,Rainy,0.32,3
Sep-2011,2011,September,Nigeria,Kano,North West,662732,1998,56.97,Rainy,0.30,3
Sep-2011,2011,September,Nigeria,Kaduna,North West,367805,1712,53.43,Rainy,0.47,3
Sep-2011,2011,September,Nigeria,Borno,North East,147695,694,31.71,Rainy,0.47,3
Sep-2011,2011,September,Nigeria,Kwara,North Central,29802,114,11.01,Rainy,0.38,3
Sep-2011,2011,September,Nigeria,Lagos,South West,326890,703,29.39,Rainy,0.22,3
Sep-2011,2011,September,Nigeria,Ogun,South West,134530,417,27.67,Rainy,0.31,3
Sep-2011,2011,September,Nigeria,Rivers,South South,172707,386,30.31,Rainy,0.22,3
Sep-2011,2011,September,Nigeria,Enugu,South East,104626,297,29.27,Rainy,0.28,3
Oct-2011,2011,October,Nigeria,Kano,North West,574398,1768,49.37,Rainy,0.31,4
Oct-2011,2011,October,Nigeria,Kaduna,North West,353485,1179,51.35,Rainy,0.33,4
Oct-2011,2011,October,Nigeria,Borno,North East,155326,630,33.35,Rainy,0.41,4
Oct-2011,2011,October,Nigeria,Kwara,North Central,28466,132,10.52,Rainy,0.46,4
Oct-2011,2011,October,Nigeria,Lagos,South West,295878,757,26.6,Rainy,0.26,4
Oct-2011,2011,October,Nigeria,Ogun,South West,115700,227,23.8,Rainy,0.20,4
Oct-2011,2011,October,Nigeria,Rivers,South South,174657,688,30.65,Rainy,0.39,4
Oct-2011,2011,October,Nigeria,Enugu,South East,114038,385,31.9,Rainy,0.34,4
Nov-2011,2011,November,Nigeria,Kano,North West,538825,1773,46.32,Dry,0.33,4
Nov-2011,2011,November,Nigeria,Kaduna,North West,290936,778,42.26,Dry,0.27,4
Nov-2011,2011,November,Nigeria,Borno,North East,142582,623,30.61,Dry,0.44,4
Nov-2011,2011,November,Nigeria,Kwara,North Central,27709,107,10.24,Dry,0.39,4
Nov-2011,2011,November,Nigeria,Lagos,South West,278515,570,25.04,Dry,0.20,4
Nov-2011,2011,November,Nigeria,Ogun,South West,111235,320,22.88,Dry,0.29,4
Nov-2011,2011,November,Nigeria,Rivers,South South,158968,438,27.9,Dry,0.28,4
Nov-2011,2011,November,Nigeria,Enugu,South East,97619,266,27.31,Dry,0.27,4
Dec-2011,2011,December,Nigeria,Kano,North West,401483,1399,34.51,Dry,0.35,4
Dec-2011,2011,December,Nigeria,Kaduna,North West,244462,1293,35.51,Dry,0.53,4
Dec-2011,2011,December,Nigeria,Borno,North East,105147,578,22.57,Dry,0.55,4
Dec-2011,2011,December,Nigeria,Kwara,North Central,19070,78,7.05,Dry,0.41,4
Dec-2011,2011,December,Nigeria,Lagos,South West,194031,404,17.44,Dry,0.21,4
Dec-2011,2011,December,Nigeria,Ogun,South West,94272,309,19.39,Dry,0.33,4
Dec-2011,2011,December,Nigeria,Rivers,South South,121516,348,21.32,Dry,0.29,4
Dec-2011,2011,December,Nigeria,Enugu,South East,83098,246,23.25,Dry,0.30,4
Jan-2012,2012,January,Nigeria,Kano,North West,295341,878,24.74,Dry,0.30,1
Jan-2012,2012,January,Nigeria,Kaduna,North West,217905,901,30.88,Dry,0.41,1
Jan-2012,2012,January,Nigeria,Borno,North East,83519,305,17.49,Dry,0.37,1
Jan-2012,2012,January,Nigeria,Kwara,North Central,14744,55,5.31,Dry,0.37,1
Jan-2012,2012,January,Nigeria,Lagos,South West,155751,392,13.76,Dry,0.25,1
Jan-2012,2012,January,Nigeria,Ogun,South West,73090,215,14.67,Dry,0.29,1
Jan-2012,2012,January,Nigeria,Rivers,South South,97181,285,16.64,Dry,0.29,1
Jan-2012,2012,January,Nigeria,Enugu,South East,59070,159,16.12,Dry,0.27,1
Feb-2012,2012,February,Nigeria,Kano,North West,381898,1167,31.99,Dry,0.31,1
Feb-2012,2012,February,Nigeria,Kaduna,North West,203756,880,28.88,Dry,0.43,1
Feb-2012,2012,February,Nigeria,Borno,North East,99422,389,20.82,Dry,0.39,1
Feb-2012,2012,February,Nigeria,Kwara,North Central,17578,58,6.34,Dry,0.33,1
Feb-2012,2012,February,Nigeria,Lagos,South West,185440,416,16.38,Dry,0.22,1
Feb-2012,2012,February,Nigeria,Ogun,South West,81172,237,16.29,Dry,0.29,1
Feb-2012,2012,February,Nigeria,Rivers,South South,107340,367,18.38,Dry,0.34,1
Feb-2012,2012,February,Nigeria,Enugu,South East,73390,157,20.03,Dry,0.21,1
Mar-2012,2012,March,Nigeria,Kano,North West,355114,1463,29.75,Dry,0.41,1
Mar-2012,2012,March,Nigeria,Kaduna,North West,188877,550,26.77,Dry,0.29,1
Mar-2012,2012,March,Nigeria,Borno,North East,83133,381,17.41,Dry,0.46,1
Mar-2012,2012,March,Nigeria,Kwara,North Central,16056,46,5.79,Dry,0.29,1
Mar-2012,2012,March,Nigeria,Lagos,South West,162861,407,14.39,Dry,0.25,1
Mar-2012,2012,March,Nigeria,Ogun,South West,75756,217,15.2,Dry,0.29,1
Mar-2012,2012,March,Nigeria,Rivers,South South,93177,263,15.95,Dry,0.28,1
Mar-2012,2012,March,Nigeria,Enugu,South East,60040,201,16.39,Dry,0.33,1
Apr-2012,2012,April,Nigeria,Kano,North West,301486,1193,25.25,Rainy,0.40,2
Apr-2012,2012,April,Nigeria,Kaduna,North West,208526,1118,29.55,Rainy,0.54,2
Apr-2012,2012,April,Nigeria,Borno,North East,83032,429,17.39,Rainy,0.52,2
Apr-2012,2012,April,Nigeria,Kwara,North Central,14534,44,5.24,Rainy,0.30,2
Apr-2012,2012,April,Nigeria,Lagos,South West,172924,407,15.28,Rainy,0.24,2
Apr-2012,2012,April,Nigeria,Ogun,South West,71981,172,14.44,Rainy,0.24,2
